"stim_left","stim_right","audio","stim_lev","vol","left","right","stim","Hz","categorie","Setting_loop.thisRepN","Setting_loop.thisTrialN","Setting_loop.thisN","Setting_loop.thisIndex","Text_loop.thisRepN","Text_loop.thisTrialN","Text_loop.thisN","Text_loop.thisIndex","Br_distance_loop.thisRepN","Br_distance_loop.thisTrialN","Br_distance_loop.thisN","Br_distance_loop.thisIndex","Training_loop.thisRepN","Training_loop.thisTrialN","Training_loop.thisN","Training_loop.thisIndex","Training_trials_loop.thisRepN","Training_trials_loop.thisTrialN","Training_trials_loop.thisN","Training_trials_loop.thisIndex","Stimulation_loop.thisRepN","Stimulation_loop.thisTrialN","Stimulation_loop.thisN","Stimulation_loop.thisIndex","Stimulation_level_loop.thisRepN","Stimulation_level_loop.thisTrialN","Stimulation_level_loop.thisN","Stimulation_level_loop.thisIndex","Match_level_loop.thisRepN","Match_level_loop.thisTrialN","Match_level_loop.thisN","Match_level_loop.thisIndex","Block_ab_loop.thisRepN","Block_ab_loop.thisTrialN","Block_ab_loop.thisN","Block_ab_loop.thisIndex","Istr_nh_loop.thisRepN","Istr_nh_loop.thisTrialN","Istr_nh_loop.thisN","Istr_nh_loop.thisIndex","Trials_nh_loop.thisRepN","Trials_nh_loop.thisTrialN","Trials_nh_loop.thisN","Trials_nh_loop.thisIndex","Istr_nb_loop.thisRepN","Istr_nb_loop.thisTrialN","Istr_nb_loop.thisN","Istr_nb_loop.thisIndex","Trials_nb_loop.thisRepN","Trials_nb_loop.thisTrialN","Trials_nb_loop.thisN","Trials_nb_loop.thisIndex","Block_cd_loop.thisRepN","Block_cd_loop.thisTrialN","Block_cd_loop.thisN","Block_cd_loop.thisIndex","Istr_hn_loop.thisRepN","Istr_hn_loop.thisTrialN","Istr_hn_loop.thisN","Istr_hn_loop.thisIndex","Trials_hn_loop.thisRepN","Trials_hn_loop.thisTrialN","Trials_hn_loop.thisN","Trials_hn_loop.thisIndex","Istr_bn_loop.thisRepN","Istr_bn_loop.thisTrialN","Istr_bn_loop.thisN","Istr_bn_loop.thisIndex","Trials_bn_loop.thisRepN","Trials_bn_loop.thisTrialN","Trials_bn_loop.thisN","Trials_bn_loop.thisIndex","Arousal_loop.thisRepN","Arousal_loop.thisTrialN","Arousal_loop.thisN","Arousal_loop.thisIndex","Valence_loop.thisRepN","Valence_loop.thisTrialN","Valence_loop.thisN","Valence_loop.thisIndex","thisRow.t","notes","SETTING.started","SETTING.stopped","R_SET.started","R_SET.stopped","L_SET.started","L_SET.stopped","TEXT_SET.started","TEXT_SET.stopped","position.left","position.right","BR_SET.started","BR_SET.stopped","ISTR_TRAINING.started","ISTR_TRAINING.stopped","FIXATION.started","FIXATION.stopped","TRIAL_TRAINING.started","trial_training_l_img.started","trial_training_r_img.started","trial_training_kb.started","trial_training_l_img.stopped","trial_training_r_img.stopped","trial_training_kb.stopped","TRIAL_TRAINING.stopped","trial_training_kb.keys","trial_training_kb.rt","trial_training_kb.duration","BLACK_SCREEN.started","BLACK_SCREEN.stopped","extra_training.started","extra_training_kb.started","extra_training.stopped","extra_training_kb.keys","extra_training_kb.rt","extra_training_kb.duration","FACIAL_STIMULATION.started","FACIAL_STIMULATION.stopped","STIMULATION_LEVEL.started","stimulation_level_wav.started","stimulation_level_wav.stopped","STIMULATION_LEVEL.stopped","PAUSE.started","pause_txt.started","pause_txt.stopped","PAUSE.stopped","NEUTRAL_MATCHING.started","NEUTRAL_MATCHING.stopped","MATCH_LEVEL.started","match_level_wav.started","MATCH_LEVEL.stopped","amplitude_5hz","EXPERIMENT.started","EXPERIMENT.stopped","ISTR_NB.started","ISTR_NB.stopped","TRIALS.started","trial_r_img.started","trial_l_img.started","trial_kb.started","trial_wav.started","trial_r_img.stopped","trial_l_img.stopped","trial_kb.stopped","TRIALS.stopped","trial_kb.keys","trial_kb.rt","trial_kb.duration","SWITCH.started","SWITCH.stopped","BREAK.started","half_break_left.started","kb_half_break.started","BREAK.stopped","kb_half_break.keys","kb_half_break.rt","kb_half_break.duration","ISTR_NH.started","nh_r_img.started","nh_l_img.started","ISTR_NH.stopped","ISTR_BN.started","img_bn_right.started","img_bn_left.started","ISTR_BN.stopped","ISTR_HN.started","img_hn_right.started","img_hn_left.started","ISTR_HN.stopped","ISTR_AROUSAL.started","ISTR_AROUSAL.stopped","EVALUATION.started","evaluation_l_img.started","evaluation_r_img.started","evaluation_kb.started","evaluation_wav.started","EVALUATION.stopped","evaluation_kb.keys","evaluation_kb.rt","evaluation_kb.duration","ISTR_VALENCE.started","ISTR_VALENCE.stopped","END.started","END.stopped","participant","session","practice","setting","date","expName","psychopyVersion","frameRate","expStart","X"
"","","","",NA,"","",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,57,0,57,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.342807765992,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,309.279328942997,309.33274345278,317.082540956006,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"","","",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/white.wav.wav","",NA,"images/MAM11BFI.png","images/MAM11NES.png",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.747589156003,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,368.737093800009,371.747720868996,NA,NA,NA,NA,NA,NA,NA,NA,"","","",401.857781219005,403.863225075998,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,317.086015044013,347.968159284006,347.983105049003,368.72324536799,371.747745805013,371.856151840999,371.856151840999,371.856151840999,371.837727699685,401.865328093991,401.865328093991,401.865328093991,401.857040088013,"['l', 'l', 'k', 'j', 'k']","[0.8761866739951074, 8.339644558000145, 18.42986762500368, 25.2520775529847, 28.055843499983894]","[None, None, None, None, None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/tri_5Hz_-6dBFS_31s.wav","",NA,"images/MAM11NES.png","images/MAM11BFI.png",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,1,1,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.871744163014,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,403.863731879013,406.871685735008,NA,NA,NA,NA,NA,NA,NA,NA,"","","",436.964455295005,438.963132363016,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,406.871707429993,406.964790958009,406.964790958009,406.964790958009,406.961625986698,436.970677156991,436.970677156991,436.970677156991,436.963826777996,"['k', 'j', 'k', 'j', 'k', 'j', 'k', 'j', 'k']","[2.0692553829867393, 7.571167505986523, 12.331423744995845, 13.54345713998191, 15.663227980985539, 22.033235020004213, 24.043342897988623, 25.469720745983068, 28.398100377002265]","[None, None, None, None, None, None, None, None, None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/tri_5Hz_-6dBFS_31s.wav","",NA,"images/MAM11BFI.png","images/MAM11NES.png",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,2,2,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.971008958993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,438.963555152994,441.96797551401,NA,NA,NA,NA,NA,NA,NA,NA,"","","",472.038391350012,474.037157137005,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,441.967996836989,442.042808047001,442.042808047001,442.042808047001,442.033102401602,472.044601447997,472.044601447997,472.044601447997,472.03776194001,"['l', 'k', 'k', 'j', 'k', 'l', 'k', 'l']","[0.9407455580076203, 6.6219046089972835, 11.081822676002048, 14.487531760009006, 17.841918138001347, 20.29621294498793, 22.174094644986326, 28.50782371198875]","[None, None, None, None, None, None, None, None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/white.wav.wav","",NA,"images/MAM11NES.png","images/MAM11BFI.png",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,3,3,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.045130904997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,474.037593337998,477.042717033008,NA,NA,NA,NA,NA,NA,NA,NA,"","","",507.112313724007,509.11162542901,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,477.042739019002,477.119063256017,477.119063256017,477.119063256017,477.116072514304,507.118664003996,507.118664003996,507.118664003996,507.111605910002,"['k', 'l', 'j', 'k', 'j', 'k', 'l', 'k', 'j', 'k', 'l', 'j']","[0.7757016170071438, 2.3321117279992905, 6.260057222010801, 8.807518448011251, 10.483989792992361, 12.98991369700525, 14.22431734300335, 17.396676428994397, 19.59596535601304, 22.50947620498482, 28.71337528800359, 29.768525658990256]","[None, None, None, None, None, None, None, None, None, None, None, None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/tri_5Hz_-6dBFS_31s.wav","",NA,"images/MAM11BFI.png","images/MAM11NES.png",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,4,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.119987932994,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,509.112208469014,512.116262783995,NA,NA,NA,NA,NA,NA,NA,NA,"","","",542.18644180501,544.185326598003,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,512.116321882,512.188954670011,512.188954670011,512.188954670011,512.181335666607,542.192745097011,542.192745097011,542.192745097011,542.185775985999,"['l', 'k', 'j', 'k', 'j', 'k', 'l', 'k', 'j', 'k', 'j', 'k', 'l']","[1.405958721996285, 8.081107450998388, 8.79477195101208, 11.11983721301658, 13.01125965101528, 14.95054550099303, 17.0204700960021, 17.068056438001804, 19.300209572014865, 21.42766725900583, 25.58556579699507, 26.98057222200441, 29.61345383801381]","[None, None, None, None, None, None, None, None, None, None, None, None, None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/white.wav.wav","",NA,"images/MAM11NES.png","images/MAM11BFI.png",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,5,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.193793615996,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,544.185758889013,547.189783367008,NA,NA,NA,NA,NA,NA,NA,NA,"","","",577.25980087099,579.259028711007,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,547.189804627997,547.257048349013,547.257048349013,547.257048349013,547.254994235595,577.265578010993,577.265578010993,577.265578010993,577.259260284016,"['k', 'j', 'k', 'j', 'k', 'j', 'k', 'j', 'k', 'l', 'j', 'k', 'j', 'k']","[1.6956353730056435, 3.4870944489957765, 4.3588340200076345, 6.153354987007333, 7.956860659003723, 9.524968062993139, 11.191505941998912, 12.32401113701053, 15.349480434000725, 17.268035093002254, 18.962889993999852, 21.39054222800769, 24.229522284003906, 26.89193026800058]","[None, None, None, None, None, None, None, None, None, None, None, None, None, None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/white.wav.wav","",NA,"images/MAM11BFI.png","images/MAM11NES.png",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,2,6,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579.266570123989,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,579.259405994002,582.258037982014,NA,NA,NA,NA,NA,NA,NA,NA,"","","",612.317234810995,614.31599524201,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,582.258059381013,582.321464848006,582.321464848006,582.321464848006,582.315162298898,612.323740549997,612.323740549997,612.323740549997,612.316708778992,"['l', 'k', 'j', 'k', 'j', 'k', 'l']","[1.1722537070163526, 17.344831048016204, 17.822325992019614, 20.073088061995804, 21.839724471006775, 24.15880160900997, 29.146719456010032]","[None, None, None, None, None, None, None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/tri_5Hz_-6dBFS_31s.wav","",NA,"images/MAM11NES.png","images/MAM11BFI.png",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,3,7,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.32335304399,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,614.316375625989,617.315651045996,NA,NA,NA,NA,NA,NA,NA,NA,"","","",647.38156638699,649.390057853016,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,617.315675168007,617.388087244006,617.388087244006,617.388087244006,617.380929091608,647.39020218901,647.39020218901,647.39020218901,647.381109470996,"['k', 'j', 'k', 'j', 'k', 'j', 'k']","[3.2984599249903113, 9.208967874001246, 11.45664405298885, 17.07251943097799, 22.1159133699839, 27.518902877985965, 29.31879719198332]","[None, None, None, None, None, None, None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/white.wav.wav","",NA,"images/MAM11BFI.png","images/MAM11NES.png",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,0,8,3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649.398301376001,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,649.390637773002,652.395023905003,NA,NA,NA,NA,NA,NA,NA,NA,"","","",682.465381716989,684.46387815199,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,652.395048128994,652.46380324199,652.46380324199,652.46380324199,652.460110772587,682.471546460001,682.471546460001,682.471546460001,682.464723776007,"['k', 'l', 'k', 'j', 'k', 'j', 'k']","[0.9429767940018792, 12.983396260009613, 15.379588869982399, 20.74670332999085, 22.58687540399842, 25.852295397984562, 26.719247998000355]","[None, None, None, None, None, None, None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/white.wav.wav","",NA,"images/MAM11NES.png","images/MAM11BFI.png",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,1,9,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684.471418661997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,684.464341763,687.463199209014,NA,NA,NA,NA,NA,NA,NA,NA,"","","",717.522458691004,719.521175939997,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,687.46322000699,687.52734981,687.52734981,687.52734981,687.520315683901,717.529053214996,717.529053214996,717.529053214996,717.521926503017,"['j', 'k', 'j', 'k', 'j', 'k', 'l', 'k', 'j', 'k']","[0.8354251670243684, 1.8415623900073115, 3.0979593170050066, 7.158665234019281, 8.333555046003312, 11.793728181015467, 20.534876079997048, 21.588021218020003, 23.1427503710147, 26.018374369014055]","[None, None, None, None, None, None, None, None, None, None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/tri_5Hz_-6dBFS_31s.wav","",NA,"images/MAM11NES.png","images/MAM11BFI.png",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,2,10,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.529908269993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,719.521566245996,722.52626783101,NA,NA,NA,NA,NA,NA,NA,NA,"","","",752.596860532998,754.598212790996,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,722.526287290995,722.599057921005,722.599057921005,722.599057921005,722.591406713601,752.60346856399,752.60346856399,752.60346856399,752.596163495997,"['k', 'j', 'k', 'j', 'k']","[2.4423631640092935, 11.455531963001704, 13.70272778600338, 22.331022247002693, 27.669485544989584]","[None, None, None, None, None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/tri_5Hz_-6dBFS_31s.wav","",NA,"images/MAM11BFI.png","images/MAM11NES.png",1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2,3,11,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754.609596880997,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,754.598781573994,757.611016973009,NA,NA,NA,NA,NA,NA,NA,NA,"","","",787.676251696015,789.686062472989,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,757.611037565017,757.681492492004,757.681492492004,757.681492492004,757.676312383596,787.685437291017,787.685437291017,787.685437291017,787.675759386999,"['l']","[0.9853511049877852]","[None]",NA,NA,NA,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
"","","audio/white.wav.wav","",NA,"images/MAM11HAS.png","images/MAM11NES.png",0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,1,0,NA,NA,NA,NA,0,0,0,2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908.947029567993,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,908.936274423992,911.942939689994,NA,NA,NA,NA,NA,NA,NA,NA,"","","",942.012252218003,944.011005169014,NA,NA,NA,"",NA,"",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,911.942962659989,912.018033506989,912.018033506989,912.018033506989,912.016281585302,942.018017496011,942.018017496011,942.018017496011,942.011511774996,"['k', 'l', 'k', 'l', 'l', 'j', 'k', 'j']","[1.1425852779939305, 10.086337515007472, 14.444199324992951, 18.270038006012328, 24.929549682012293, 27.846062925003935, 29.00311783401412, 29.71285644400632]","[None, None, None, None, None, None, None, None]",789.686217597016,789.686622134992,789.686638682004,789.698958027002,789.698958027002,892.785458933999,"space",103.080745768006,"None",892.787249617017,892.799379511009,892.799379511009,908.922375062015,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"",NA,NA,NA,NA,3,1,1,1,"2024-02-07_14h10.47.594","VR_setting","2023.2.3",NA,"2024-02-07 14h11.07.208089 +0100",NA
